仓库编号	仓库名称	商品编码	商品名称	品牌名称	分类名称	商品属性	年份	季节	单价	颜色编号	颜色名称	规格编号	规格名称	版型名	实际库存	在购库存	在途库存	预订库存	已配库存	挂账库存	可配库存	配码库存	装箱库存	包装库存	实存金额
19HL1SM005	森马福建恒隆宁德万达店	1011941010000029	2019年s1s2新品上市水牌-mall	森马集团	宣传品	宣传品	2019	Q1	0.0000	0000	通用色	29	M		1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	0.00
19HL1SM005	森马福建恒隆宁德万达店	1011941011000029	2019年s1s2新品上市流水台插页-mall	森马集团	宣传品	宣传品	2019	Q1	0.0000	0000	通用色	29	M		6.0000	0.0000	0.0000	0.0000	0.0000	0.0000	6.0000	0.0000	0.0000	0.0000	0.00
19HL1SM005	森马福建恒隆宁德万达店	1011941012000029	2019年s1s2新品上市边场层板插页－mall	森马集团	宣传品	宣传品	2019	Q1	0.0000	0000	通用色	29	M		15.0000	0.0000	0.0000	0.0000	0.0000	0.0000	15.0000	0.0000	0.0000	0.0000	0.00
19HL1SM005	森马福建恒隆宁德万达店	1011941014000029	2019年s1s2陈列手册	森马集团	宣传品	宣传品	2019	Q1	0.0000	0000	通用色	29	M		1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	0.00
19HL1SM005	森马福建恒隆宁德万达店	10215270511880025	女款基本五袋小脚休闲长裤	森马集团	休闲长裤	商品	2015	Q2	139.0000	8800	深蓝	25	25		14.0000	0.0000	0.0000	0.0000	0.0000	0.0000	14.0000	0.0000	0.0000	0.0000	1946.00
19HL1SM005	森马福建恒隆宁德万达店	10215270511880026	女款基本五袋小脚休闲长裤	森马集团	休闲长裤	商品	2015	Q2	139.0000	8800	深蓝	26	26		11.0000	0.0000	0.0000	0.0000	0.0000	0.0000	11.0000	0.0000	0.0000	0.0000	1529.00
19HL1SM005	森马福建恒隆宁德万达店	10215270511880027	女款基本五袋小脚休闲长裤	森马集团	休闲长裤	商品	2015	Q2	139.0000	8800	深蓝	27	27		6.0000	0.0000	0.0000	0.0000	0.0000	0.0000	6.0000	0.0000	0.0000	0.0000	834.00
19HL1SM005	森马福建恒隆宁德万达店	1021941014000029	2019年s3s4陈列手册	森马集团	宣传品	宣传品	2019	Q2	0.0000	0000	通用色	29	M		1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	0.00
19HL1SM005	森马福建恒隆宁德万达店	10415070048001229	女款套头毛衫	森马集团	毛衫	商品	2015	Q4	159.0000	0012	中花灰	29	M		3.0000	0.0000	0.0000	0.0000	0.0000	0.0000	3.0000	0.0000	0.0000	0.0000	477.00
19HL1SM005	森马福建恒隆宁德万达店	10415070048110033	女款套头毛衫	森马集团	毛衫	商品	2015	Q4	159.0000	1100	本白	33	XL		1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	159.00
19HL1SM005	森马福建恒隆宁德万达店	10415070048871027	女款套头毛衫	森马集团	毛衫	商品	2015	Q4	159.0000	8710	宝蓝	27	S		2.0000	0.0000	0.0000	0.0000	0.0000	0.0000	2.0000	0.0000	0.0000	0.0000	318.00
19HL1SM005	森马福建恒隆宁德万达店	10415070064036629	女款套头毛衫	森马集团	毛衫	商品	2015	Q4	179.0000	0366	红色调	29	M		1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	179.00
19HL1SM005	森马福建恒隆宁德万达店	1041820001000029	2018年纽约时装周手提袋	森马集团	辅料	辅料	2018	Q4	0.0000	0000	通用色	29	M		3300.0000	0.0000	0.0000	0.0000	0.0000	0.0000	3300.0000	0.0000	0.0000	0.0000	0.00
19HL1SM005	森马福建恒隆宁德万达店	1041820002000029	2019年新年手提袋	森马集团	辅料	辅料	2018	Q4	0.0000	0000	通用色	29	M		9000.0000	0.0000	0.0000	0.0000	0.0000	0.0000	9000.0000	0.0000	0.0000	0.0000	0.00
19HL1SM005	森马福建恒隆宁德万达店	1041822001000029	女装套餐1	森马集团	辅料	辅料	2018	Q4	0.0000	0000	通用色	29	M		1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	0.00
19HL1SM005	森马福建恒隆宁德万达店	1041822002000029	女装套餐2	森马集团	辅料	辅料	2018	Q4	0.0000	0000	通用色	29	M		1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	0.00
19HL1SM005	森马福建恒隆宁德万达店	1041822003000029	女装套餐3	森马集团	辅料	辅料	2018	Q4	0.0000	0000	通用色	29	M		1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	0.00
19HL1SM005	森马福建恒隆宁德万达店	1041822014000029	套餐FWFF	森马集团	辅料	辅料	2018	Q4	0.0000	0000	通用色	29	M		1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	0.00
19HL1SM005	森马福建恒隆宁德万达店	1091620001000029	2016年杨洋版小号手提袋	森马集团	辅料	辅料	2016	无	0.0000	0000	通用色	29	M		3000.0000	0.0000	0.0000	0.0000	0.0000	0.0000	3000.0000	0.0000	0.0000	0.0000	0.00
19HL1SM005	森马福建恒隆宁德万达店	1091620002000029	2016年杨洋版中号手提袋	森马集团	辅料	辅料	2016	无	0.0000	0000	通用色	29	M		2700.0000	0.0000	0.0000	0.0000	0.0000	0.0000	2700.0000	0.0000	0.0000	0.0000	0.00
19HL1SM005	森马福建恒隆宁德万达店	1091620003000029	2016年杨洋版大号手提袋	森马集团	辅料	辅料	2016	无	0.0000	0000	通用色	29	M		1600.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1600.0000	0.0000	0.0000	0.0000	0.00
19HL1SM005	森马福建恒隆宁德万达店	1091720002000029	shoppingmail常规中号手提袋	森马集团	辅料	辅料	2017	无	0.7800	0000	通用色	29	M		3000.0000	0.0000	0.0000	0.0000	0.0000	0.0000	3000.0000	0.0000	0.0000	0.0000	2340.00
19HL1SM005	森马福建恒隆宁德万达店	1091720003000029	shoppingmail常规小号手提袋	森马集团	辅料	辅料	2017	无	0.6400	0000	通用色	29	M		3600.0000	0.0000	0.0000	0.0000	0.0000	0.0000	3600.0000	0.0000	0.0000	0.0000	2304.00
19HL1SM005	森马福建恒隆宁德万达店	1091824003000029	地铺挂牌	森马集团	辅料	辅料	2018	无	0.0000	0000	通用色	29	M		15.0000	0.0000	0.0000	0.0000	0.0000	0.0000	15.0000	0.0000	0.0000	0.0000	0.00
19HL1SM005	森马福建恒隆宁德万达店	1091829101000029	新人入职口袋书	森马集团	辅料	辅料	2018	无	0.0000	0000	通用色	29	M		10.0000	0.0000	0.0000	0.0000	0.0000	0.0000	10.0000	0.0000	0.0000	0.0000	0.00
19HL1SM005	森马福建恒隆宁德万达店	1091829102000029	新员工带教手册	森马集团	辅料	辅料	2018	无	0.0000	0000	通用色	29	M		4.0000	0.0000	0.0000	0.0000	0.0000	0.0000	4.0000	0.0000	0.0000	0.0000	0.00
19HL1SM005	森马福建恒隆宁德万达店	1091829103000029	店铺导购岗位带教手册	森马集团	辅料	辅料	2018	无	0.0000	0000	通用色	29	M		1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	0.00
19HL1SM005	森马福建恒隆宁德万达店	1091829104000029	店铺收银岗位带教手册	森马集团	辅料	辅料	2018	无	0.0000	0000	通用色	29	M		1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	0.00
19HL1SM005	森马福建恒隆宁德万达店	1091829105000029	店铺仓管岗位带教手册	森马集团	辅料	辅料	2018	无	0.0000	0000	通用色	29	M		1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	0.00
19HL1SM005	森马福建恒隆宁德万达店	1091829106000029	店铺店长岗位带教手册	森马集团	辅料	辅料	2018	无	0.0000	0000	通用色	29	M		1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	0.00
19HL1SM005	森马福建恒隆宁德万达店	11018240229081026	女款牛仔长裤	森马	牛仔长裤	商品	2018	S1	199.0000	0810	牛仔浅蓝	26	26		1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	199.00
19HL1SM005	森马福建恒隆宁德万达店	11018240229081030	女款牛仔长裤	森马	牛仔长裤	商品	2018	S1	199.0000	0810	牛仔浅蓝	30	30		-1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	-1.0000	0.0000	0.0000	0.0000	-199.00
19HL1SM005	森马福建恒隆宁德万达店	11019080061082027	女款牛仔茄克	森马	茄克	商品	2019	S1	299.0000	0820	牛仔中蓝	27	S		1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	299.00
19HL1SM005	森马福建恒隆宁德万达店	11019080061082029	女款牛仔茄克	森马	茄克	商品	2019	S1	299.0000	0820	牛仔中蓝	29	M		1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	299.00
19HL1SM005	森马福建恒隆宁德万达店	11019080061082031	女款牛仔茄克	森马	茄克	商品	2019	S1	299.0000	0820	牛仔中蓝	31	L		2.0000	0.0000	0.0000	0.0000	0.0000	0.0000	2.0000	0.0000	0.0000	0.0000	598.00
19HL1SM005	森马福建恒隆宁德万达店	11019080061082033	女款牛仔茄克	森马	茄克	商品	2019	S1	299.0000	0820	牛仔中蓝	33	XL		1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	299.00
19HL1SM005	森马福建恒隆宁德万达店	11019080091342929	女款牛仔茄克	森马	茄克	商品	2019	S1	299.0000	3429	中黄	29	M		4.0000	0.0000	0.0000	0.0000	0.0000	0.0000	4.0000	0.0000	0.0000	0.0000	1196.00
19HL1SM005	森马福建恒隆宁德万达店	11019080129082027	女款牛仔茄克	森马	茄克	商品	2019	S1	339.0000	0820	牛仔中蓝	27	S		3.0000	0.0000	0.0000	0.0000	0.0000	0.0000	3.0000	0.0000	0.0000	0.0000	1017.00
19HL1SM005	森马福建恒隆宁德万达店	11019080129082029	女款牛仔茄克	森马	茄克	商品	2019	S1	339.0000	0820	牛仔中蓝	29	M		1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	339.00
19HL1SM005	森马福建恒隆宁德万达店	11019081059084029	男款牛仔茄克	森马	茄克	商品	2019	S1	299.0000	0840	牛仔深蓝	29	M		9.0000	0.0000	0.0000	0.0000	0.0000	0.0000	9.0000	0.0000	0.0000	0.0000	2691.00
19HL1SM005	森马福建恒隆宁德万达店	11019081059084031	男款牛仔茄克	森马	茄克	商品	2019	S1	299.0000	0840	牛仔深蓝	31	L		12.0000	0.0000	0.0000	0.0000	0.0000	0.0000	12.0000	0.0000	0.0000	0.0000	3588.00
19HL1SM005	森马福建恒隆宁德万达店	11019081059084033	男款牛仔茄克	森马	茄克	商品	2019	S1	299.0000	0840	牛仔深蓝	33	XL		6.0000	0.0000	0.0000	0.0000	0.0000	0.0000	6.0000	0.0000	0.0000	0.0000	1794.00
19HL1SM005	森马福建恒隆宁德万达店	11019081059084036	男款牛仔茄克	森马	茄克	商品	2019	S1	299.0000	0840	牛仔深蓝	36	XXL		1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	299.00
19HL1SM005	森马福建恒隆宁德万达店	11019081059087031	男款牛仔茄克	森马	茄克	商品	2019	S1	299.0000	0870	牛仔黑	31	L		5.0000	0.0000	0.0000	0.0000	0.0000	0.0000	5.0000	0.0000	0.0000	0.0000	1495.00
19HL1SM005	森马福建恒隆宁德万达店	11019081059087033	男款牛仔茄克	森马	茄克	商品	2019	S1	299.0000	0870	牛仔黑	33	XL		7.0000	0.0000	0.0000	0.0000	0.0000	0.0000	7.0000	0.0000	0.0000	0.0000	2093.00
19HL1SM005	森马福建恒隆宁德万达店	11019081063082031	男款牛仔茄克	森马	茄克	商品	2019	S1	319.0000	0820	牛仔中蓝	31	L		4.0000	0.0000	0.0000	0.0000	0.0000	0.0000	4.0000	0.0000	0.0000	0.0000	1276.00
19HL1SM005	森马福建恒隆宁德万达店	11019200057082027	女款长裙	森马	裙子	商品	2019	S1	219.0000	0820	牛仔中蓝	27	S		2.0000	0.0000	0.0000	0.0000	0.0000	0.0000	2.0000	0.0000	0.0000	0.0000	438.00
19HL1SM005	森马福建恒隆宁德万达店	11019200057082029	女款长裙	森马	裙子	商品	2019	S1	219.0000	0820	牛仔中蓝	29	M		1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	219.00
19HL1SM005	森马福建恒隆宁德万达店	11019200057082031	女款长裙	森马	裙子	商品	2019	S1	219.0000	0820	牛仔中蓝	31	L		6.0000	0.0000	0.0000	0.0000	0.0000	0.0000	6.0000	0.0000	0.0000	0.0000	1314.00
19HL1SM005	森马福建恒隆宁德万达店	11019200057082033	女款长裙	森马	裙子	商品	2019	S1	219.0000	0820	牛仔中蓝	33	XL		3.0000	0.0000	0.0000	0.0000	0.0000	0.0000	3.0000	0.0000	0.0000	0.0000	657.00
19HL1SM005	森马福建恒隆宁德万达店	11019240009082026	女款修身小脚牛仔长裤	森马	牛仔长裤	商品	2019	S1	199.0000	0820	牛仔中蓝	26	26		3.0000	0.0000	0.0000	0.0000	0.0000	0.0000	3.0000	0.0000	0.0000	0.0000	597.00
19HL1SM005	森马福建恒隆宁德万达店	11019240009082027	女款修身小脚牛仔长裤	森马	牛仔长裤	商品	2019	S1	199.0000	0820	牛仔中蓝	27	27		3.0000	0.0000	0.0000	0.0000	0.0000	0.0000	3.0000	0.0000	0.0000	0.0000	597.00
19HL1SM005	森马福建恒隆宁德万达店	11019240009082028	女款修身小脚牛仔长裤	森马	牛仔长裤	商品	2019	S1	199.0000	0820	牛仔中蓝	28	28		2.0000	0.0000	0.0000	0.0000	0.0000	0.0000	2.0000	0.0000	0.0000	0.0000	398.00
19HL1SM005	森马福建恒隆宁德万达店	11019240009082029	女款修身小脚牛仔长裤	森马	牛仔长裤	商品	2019	S1	199.0000	0820	牛仔中蓝	29	29		1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	199.00
19HL1SM005	森马福建恒隆宁德万达店	11019240049081025	女款舒适直筒牛仔长裤	森马	牛仔长裤	商品	2019	S1	219.0000	0810	牛仔浅蓝	25	XS		1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	219.00
19HL1SM005	森马福建恒隆宁德万达店	11019240049081027	女款舒适直筒牛仔长裤	森马	牛仔长裤	商品	2019	S1	219.0000	0810	牛仔浅蓝	27	S		3.0000	0.0000	0.0000	0.0000	0.0000	0.0000	3.0000	0.0000	0.0000	0.0000	657.00
19HL1SM005	森马福建恒隆宁德万达店	11019240049081029	女款舒适直筒牛仔长裤	森马	牛仔长裤	商品	2019	S1	219.0000	0810	牛仔浅蓝	29	M		3.0000	0.0000	0.0000	0.0000	0.0000	0.0000	3.0000	0.0000	0.0000	0.0000	657.00
19HL1SM005	森马福建恒隆宁德万达店	11019240049081031	女款舒适直筒牛仔长裤	森马	牛仔长裤	商品	2019	S1	219.0000	0810	牛仔浅蓝	31	L		1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	219.00
19HL1SM005	森马福建恒隆宁德万达店	11019240049081033	女款舒适直筒牛仔长裤	森马	牛仔长裤	商品	2019	S1	219.0000	0810	牛仔浅蓝	33	XL		1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	219.00
19HL1SM005	森马福建恒隆宁德万达店	11019240052082025	女款男友式牛仔长裤	森马	牛仔长裤	商品	2019	S1	199.0000	0820	牛仔中蓝	25	25		2.0000	0.0000	0.0000	0.0000	0.0000	0.0000	2.0000	0.0000	0.0000	0.0000	398.00
19HL1SM005	森马福建恒隆宁德万达店	11019240052082026	女款男友式牛仔长裤	森马	牛仔长裤	商品	2019	S1	199.0000	0820	牛仔中蓝	26	26		5.0000	0.0000	0.0000	0.0000	0.0000	0.0000	5.0000	0.0000	0.0000	0.0000	995.00
19HL1SM005	森马福建恒隆宁德万达店	11019240052082027	女款男友式牛仔长裤	森马	牛仔长裤	商品	2019	S1	199.0000	0820	牛仔中蓝	27	27		4.0000	0.0000	0.0000	0.0000	0.0000	0.0000	4.0000	0.0000	0.0000	0.0000	796.00
19HL1SM005	森马福建恒隆宁德万达店	11019240052082028	女款男友式牛仔长裤	森马	牛仔长裤	商品	2019	S1	199.0000	0820	牛仔中蓝	28	28		2.0000	0.0000	0.0000	0.0000	0.0000	0.0000	2.0000	0.0000	0.0000	0.0000	398.00
19HL1SM005	森马福建恒隆宁德万达店	11019240052082029	女款男友式牛仔长裤	森马	牛仔长裤	商品	2019	S1	199.0000	0820	牛仔中蓝	29	29		2.0000	0.0000	0.0000	0.0000	0.0000	0.0000	2.0000	0.0000	0.0000	0.0000	398.00
19HL1SM005	森马福建恒隆宁德万达店	11019240052082030	女款男友式牛仔长裤	森马	牛仔长裤	商品	2019	S1	199.0000	0820	牛仔中蓝	30	30		1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	199.00
19HL1SM005	森马福建恒隆宁德万达店	11019240072084025	女款男友式牛仔长裤	森马	牛仔长裤	商品	2019	S1	199.0000	0840	牛仔深蓝	25	XS		1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	199.00
19HL1SM005	森马福建恒隆宁德万达店	11019240072084027	女款男友式牛仔长裤	森马	牛仔长裤	商品	2019	S1	199.0000	0840	牛仔深蓝	27	S		2.0000	0.0000	0.0000	0.0000	0.0000	0.0000	2.0000	0.0000	0.0000	0.0000	398.00
19HL1SM005	森马福建恒隆宁德万达店	11019240072084029	女款男友式牛仔长裤	森马	牛仔长裤	商品	2019	S1	199.0000	0840	牛仔深蓝	29	M		4.0000	0.0000	0.0000	0.0000	0.0000	0.0000	4.0000	0.0000	0.0000	0.0000	796.00
19HL1SM005	森马福建恒隆宁德万达店	11019241003082028	男款修身小脚牛仔长裤	森马	牛仔长裤	商品	2019	S1	199.0000	0820	牛仔中蓝	28	28		1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	199.00
19HL1SM005	森马福建恒隆宁德万达店	11019241003082030	男款修身小脚牛仔长裤	森马	牛仔长裤	商品	2019	S1	199.0000	0820	牛仔中蓝	30	30		3.0000	0.0000	0.0000	0.0000	0.0000	0.0000	3.0000	0.0000	0.0000	0.0000	597.00
19HL1SM005	森马福建恒隆宁德万达店	11019241003082031	男款修身小脚牛仔长裤	森马	牛仔长裤	商品	2019	S1	199.0000	0820	牛仔中蓝	31	31		3.0000	0.0000	0.0000	0.0000	0.0000	0.0000	3.0000	0.0000	0.0000	0.0000	597.00
19HL1SM005	森马福建恒隆宁德万达店	11019241003082032	男款修身小脚牛仔长裤	森马	牛仔长裤	商品	2019	S1	199.0000	0820	牛仔中蓝	32	32		2.0000	0.0000	0.0000	0.0000	0.0000	0.0000	2.0000	0.0000	0.0000	0.0000	398.00
19HL1SM005	森马福建恒隆宁德万达店	11019241003082033	男款修身小脚牛仔长裤	森马	牛仔长裤	商品	2019	S1	199.0000	0820	牛仔中蓝	33	33		1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	199.00
19HL1SM005	森马福建恒隆宁德万达店	11019241003082034	男款修身小脚牛仔长裤	森马	牛仔长裤	商品	2019	S1	199.0000	0820	牛仔中蓝	34	34		1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	199.00
19HL1SM005	森马福建恒隆宁德万达店	11019241003082035	男款修身小脚牛仔长裤	森马	牛仔长裤	商品	2019	S1	199.0000	0820	牛仔中蓝	35	35		2.0000	0.0000	0.0000	0.0000	0.0000	0.0000	2.0000	0.0000	0.0000	0.0000	398.00
19HL1SM005	森马福建恒隆宁德万达店	11019241003082036	男款修身小脚牛仔长裤	森马	牛仔长裤	商品	2019	S1	199.0000	0820	牛仔中蓝	36	36		2.0000	0.0000	0.0000	0.0000	0.0000	0.0000	2.0000	0.0000	0.0000	0.0000	398.00
19HL1SM005	森马福建恒隆宁德万达店	11019241003082038	男款修身小脚牛仔长裤	森马	牛仔长裤	商品	2019	S1	199.0000	0820	牛仔中蓝	38	38		1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	199.00
19HL1SM005	森马福建恒隆宁德万达店	11019241003084032	男款修身小脚牛仔长裤	森马	牛仔长裤	商品	2019	S1	199.0000	0840	牛仔深蓝	32	32		2.0000	0.0000	0.0000	0.0000	0.0000	0.0000	2.0000	0.0000	0.0000	0.0000	398.00
19HL1SM005	森马福建恒隆宁德万达店	11019241003084033	男款修身小脚牛仔长裤	森马	牛仔长裤	商品	2019	S1	199.0000	0840	牛仔深蓝	33	33		1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	199.00
19HL1SM005	森马福建恒隆宁德万达店	11019241003084038	男款修身小脚牛仔长裤	森马	牛仔长裤	商品	2019	S1	199.0000	0840	牛仔深蓝	38	38		1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	199.00
19HL1SM005	森马福建恒隆宁德万达店	11019241003089028	男款修身小脚牛仔长裤	森马	牛仔长裤	商品	2019	S1	199.0000	0890	牛仔灰	28	28		4.0000	0.0000	0.0000	0.0000	0.0000	0.0000	4.0000	0.0000	0.0000	0.0000	796.00
19HL1SM005	森马福建恒隆宁德万达店	11019241003089029	男款修身小脚牛仔长裤	森马	牛仔长裤	商品	2019	S1	199.0000	0890	牛仔灰	29	29		3.0000	0.0000	0.0000	0.0000	0.0000	0.0000	3.0000	0.0000	0.0000	0.0000	597.00
19HL1SM005	森马福建恒隆宁德万达店	11019241003089030	男款修身小脚牛仔长裤	森马	牛仔长裤	商品	2019	S1	199.0000	0890	牛仔灰	30	30		6.0000	0.0000	0.0000	0.0000	0.0000	0.0000	6.0000	0.0000	0.0000	0.0000	1194.00
19HL1SM005	森马福建恒隆宁德万达店	11019241003089031	男款修身小脚牛仔长裤	森马	牛仔长裤	商品	2019	S1	199.0000	0890	牛仔灰	31	31		8.0000	0.0000	0.0000	0.0000	0.0000	0.0000	8.0000	0.0000	0.0000	0.0000	1592.00
19HL1SM005	森马福建恒隆宁德万达店	11019241003089032	男款修身小脚牛仔长裤	森马	牛仔长裤	商品	2019	S1	199.0000	0890	牛仔灰	32	32		6.0000	0.0000	0.0000	0.0000	0.0000	0.0000	6.0000	0.0000	0.0000	0.0000	1194.00
19HL1SM005	森马福建恒隆宁德万达店	11019241003089033	男款修身小脚牛仔长裤	森马	牛仔长裤	商品	2019	S1	199.0000	0890	牛仔灰	33	33		4.0000	0.0000	0.0000	0.0000	0.0000	0.0000	4.0000	0.0000	0.0000	0.0000	796.00
19HL1SM005	森马福建恒隆宁德万达店	11019241003089034	男款修身小脚牛仔长裤	森马	牛仔长裤	商品	2019	S1	199.0000	0890	牛仔灰	34	34		2.0000	0.0000	0.0000	0.0000	0.0000	0.0000	2.0000	0.0000	0.0000	0.0000	398.00
19HL1SM005	森马福建恒隆宁德万达店	11019241003089035	男款修身小脚牛仔长裤	森马	牛仔长裤	商品	2019	S1	199.0000	0890	牛仔灰	35	35		2.0000	0.0000	0.0000	0.0000	0.0000	0.0000	2.0000	0.0000	0.0000	0.0000	398.00
19HL1SM005	森马福建恒隆宁德万达店	11019241003089036	男款修身小脚牛仔长裤	森马	牛仔长裤	商品	2019	S1	199.0000	0890	牛仔灰	36	36		1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	199.00
19HL1SM005	森马福建恒隆宁德万达店	11019241049087030	男款修身小脚牛仔长裤	森马	牛仔长裤	商品	2019	S1	239.0000	0870	牛仔黑	30	30		3.0000	0.0000	0.0000	0.0000	0.0000	0.0000	3.0000	0.0000	0.0000	0.0000	717.00
19HL1SM005	森马福建恒隆宁德万达店	11019241049087031	男款修身小脚牛仔长裤	森马	牛仔长裤	商品	2019	S1	239.0000	0870	牛仔黑	31	31		2.0000	0.0000	0.0000	0.0000	0.0000	0.0000	2.0000	0.0000	0.0000	0.0000	478.00
19HL1SM005	森马福建恒隆宁德万达店	11019241049087033	男款修身小脚牛仔长裤	森马	牛仔长裤	商品	2019	S1	239.0000	0870	牛仔黑	33	33		2.0000	0.0000	0.0000	0.0000	0.0000	0.0000	2.0000	0.0000	0.0000	0.0000	478.00
19HL1SM005	森马福建恒隆宁德万达店	11019241049087036	男款修身小脚牛仔长裤	森马	牛仔长裤	商品	2019	S1	239.0000	0870	牛仔黑	36	36		1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	239.00
19HL1SM005	森马福建恒隆宁德万达店	11019241049087038	男款修身小脚牛仔长裤	森马	牛仔长裤	商品	2019	S1	239.0000	0870	牛仔黑	38	38		1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	239.00
19HL1SM005	森马福建恒隆宁德万达店	11019241102082027	男款修身小脚牛仔长裤	森马	牛仔长裤	商品	2019	S1	179.0000	0820	牛仔中蓝	27	27		1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	179.00
19HL1SM005	森马福建恒隆宁德万达店	11019241102082029	男款修身小脚牛仔长裤	森马	牛仔长裤	商品	2019	S1	179.0000	0820	牛仔中蓝	29	29		1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	179.00
19HL1SM005	森马福建恒隆宁德万达店	11019241102082030	男款修身小脚牛仔长裤	森马	牛仔长裤	商品	2019	S1	179.0000	0820	牛仔中蓝	30	30		2.0000	0.0000	0.0000	0.0000	0.0000	0.0000	2.0000	0.0000	0.0000	0.0000	358.00
19HL1SM005	森马福建恒隆宁德万达店	11019241102082031	男款修身小脚牛仔长裤	森马	牛仔长裤	商品	2019	S1	179.0000	0820	牛仔中蓝	31	31		2.0000	0.0000	0.0000	0.0000	0.0000	0.0000	2.0000	0.0000	0.0000	0.0000	358.00
19HL1SM005	森马福建恒隆宁德万达店	11019241102082032	男款修身小脚牛仔长裤	森马	牛仔长裤	商品	2019	S1	179.0000	0820	牛仔中蓝	32	32		2.0000	0.0000	0.0000	0.0000	0.0000	0.0000	2.0000	0.0000	0.0000	0.0000	358.00
19HL1SM005	森马福建恒隆宁德万达店	11019241102082033	男款修身小脚牛仔长裤	森马	牛仔长裤	商品	2019	S1	179.0000	0820	牛仔中蓝	33	33		3.0000	0.0000	0.0000	0.0000	0.0000	0.0000	3.0000	0.0000	0.0000	0.0000	537.00
19HL1SM005	森马福建恒隆宁德万达店	11019241102082034	男款修身小脚牛仔长裤	森马	牛仔长裤	商品	2019	S1	179.0000	0820	牛仔中蓝	34	34		1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	179.00
19HL1SM005	森马福建恒隆宁德万达店	11019241102082035	男款修身小脚牛仔长裤	森马	牛仔长裤	商品	2019	S1	179.0000	0820	牛仔中蓝	35	35		1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	179.00
