仓库编号	仓库名称	商品编码	商品名称	品牌名称	分类名称	商品属性	年份	季节	单价	颜色编号	颜色名称	规格编号	规格名称	版型名	实际库存	在购库存	在途库存	预订库存	已配库存	挂账库存	可配库存	配码库存	装箱库存	包装库存	实存金额
19HL1SM005	森马福建恒隆宁德万达店	12039001098023831	男款圆领短袖T恤	森马	短袖T恤	商品	2019	S3	99.0000	0238	黄蓝色调	31	L		0.0000	0.0000	5.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.00
19HL1SM005	森马福建恒隆宁德万达店	12039001098023833	男款圆领短袖T恤	森马	短袖T恤	商品	2019	S3	99.0000	0238	黄蓝色调	33	XL		0.0000	0.0000	4.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.00
19HL1SM005	森马福建恒隆宁德万达店	12039001098028627	男款圆领短袖T恤	森马	短袖T恤	商品	2019	S3	99.0000	0286	蓝红色调	27	S		0.0000	0.0000	3.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.00
19HL1SM005	森马福建恒隆宁德万达店	12039001098028629	男款圆领短袖T恤	森马	短袖T恤	商品	2019	S3	99.0000	0286	蓝红色调	29	M		0.0000	0.0000	6.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.00
19HL1SM005	森马福建恒隆宁德万达店	12039001098028631	男款圆领短袖T恤	森马	短袖T恤	商品	2019	S3	99.0000	0286	蓝红色调	31	L		0.0000	0.0000	5.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.00
19HL1SM005	森马福建恒隆宁德万达店	12039001098028633	男款圆领短袖T恤	森马	短袖T恤	商品	2019	S3	99.0000	0286	蓝红色调	33	XL		0.0000	0.0000	4.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.00
19HL1SM005	森马福建恒隆宁德万达店	12039001105100027	男款带帽短袖T恤	森马	短袖T恤	商品	2019	S3	139.0000	1000	漂白	27	S		5.0000	0.0000	0.0000	0.0000	0.0000	0.0000	5.0000	0.0000	0.0000	0.0000	695.00
19HL1SM005	森马福建恒隆宁德万达店	12039001105100029	男款带帽短袖T恤	森马	短袖T恤	商品	2019	S3	139.0000	1000	漂白	29	M		8.0000	0.0000	0.0000	0.0000	0.0000	0.0000	8.0000	0.0000	0.0000	0.0000	1112.00
19HL1SM005	森马福建恒隆宁德万达店	12039001105100031	男款带帽短袖T恤	森马	短袖T恤	商品	2019	S3	139.0000	1000	漂白	31	L		7.0000	0.0000	0.0000	0.0000	0.0000	0.0000	7.0000	0.0000	0.0000	0.0000	973.00
19HL1SM005	森马福建恒隆宁德万达店	12039001105100033	男款带帽短袖T恤	森马	短袖T恤	商品	2019	S3	139.0000	1000	漂白	33	XL		5.0000	0.0000	0.0000	0.0000	0.0000	0.0000	5.0000	0.0000	0.0000	0.0000	695.00
19HL1SM005	森马福建恒隆宁德万达店	12039001105850627	男款带帽短袖T恤	森马	短袖T恤	商品	2019	S3	139.0000	8506	中国蓝	27	S		5.0000	0.0000	0.0000	0.0000	0.0000	0.0000	5.0000	0.0000	0.0000	0.0000	695.00
19HL1SM005	森马福建恒隆宁德万达店	12039001105850629	男款带帽短袖T恤	森马	短袖T恤	商品	2019	S3	139.0000	8506	中国蓝	29	M		8.0000	0.0000	0.0000	0.0000	0.0000	0.0000	8.0000	0.0000	0.0000	0.0000	1112.00
19HL1SM005	森马福建恒隆宁德万达店	12039001105850631	男款带帽短袖T恤	森马	短袖T恤	商品	2019	S3	139.0000	8506	中国蓝	31	L		6.0000	0.0000	0.0000	0.0000	0.0000	0.0000	6.0000	0.0000	0.0000	0.0000	834.00
19HL1SM005	森马福建恒隆宁德万达店	12039001105850633	男款带帽短袖T恤	森马	短袖T恤	商品	2019	S3	139.0000	8506	中国蓝	33	XL		5.0000	0.0000	0.0000	0.0000	0.0000	0.0000	5.0000	0.0000	0.0000	0.0000	695.00
19HL1SM005	森马福建恒隆宁德万达店	12039001105900027	男款带帽短袖T恤	森马	短袖T恤	商品	2019	S3	139.0000	9000	黑色	27	S		5.0000	0.0000	0.0000	0.0000	0.0000	0.0000	5.0000	0.0000	0.0000	0.0000	695.00
19HL1SM005	森马福建恒隆宁德万达店	12039001105900029	男款带帽短袖T恤	森马	短袖T恤	商品	2019	S3	139.0000	9000	黑色	29	M		8.0000	0.0000	0.0000	0.0000	0.0000	0.0000	8.0000	0.0000	0.0000	0.0000	1112.00
19HL1SM005	森马福建恒隆宁德万达店	12039001105900031	男款带帽短袖T恤	森马	短袖T恤	商品	2019	S3	139.0000	9000	黑色	31	L		7.0000	0.0000	0.0000	0.0000	0.0000	0.0000	7.0000	0.0000	0.0000	0.0000	973.00
19HL1SM005	森马福建恒隆宁德万达店	12039001105900033	男款带帽短袖T恤	森马	短袖T恤	商品	2019	S3	139.0000	9000	黑色	33	XL		5.0000	0.0000	0.0000	0.0000	0.0000	0.0000	5.0000	0.0000	0.0000	0.0000	695.00
19HL1SM005	森马福建恒隆宁德万达店	12039001205042125	男款圆领短袖T恤	森马	短袖T恤	商品	2019	S3	99.0000	0421	灰白色调	25	XS		0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.00
19HL1SM005	森马福建恒隆宁德万达店	12039001205042127	男款圆领短袖T恤	森马	短袖T恤	商品	2019	S3	99.0000	0421	灰白色调	27	S		0.0000	0.0000	6.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.00
19HL1SM005	森马福建恒隆宁德万达店	12039001205042129	男款圆领短袖T恤	森马	短袖T恤	商品	2019	S3	99.0000	0421	灰白色调	29	M		0.0000	0.0000	15.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.00
19HL1SM005	森马福建恒隆宁德万达店	12039001205042131	男款圆领短袖T恤	森马	短袖T恤	商品	2019	S3	99.0000	0421	灰白色调	31	L		0.0000	0.0000	18.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.00
19HL1SM005	森马福建恒隆宁德万达店	12039001205042133	男款圆领短袖T恤	森马	短袖T恤	商品	2019	S3	99.0000	0421	灰白色调	33	XL		0.0000	0.0000	12.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.00
19HL1SM005	森马福建恒隆宁德万达店	12039001205042136	男款圆领短袖T恤	森马	短袖T恤	商品	2019	S3	99.0000	0421	灰白色调	36	XXL		0.0000	0.0000	6.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.00
19HL1SM005	森马福建恒隆宁德万达店	12039001205042138	男款圆领短袖T恤	森马	短袖T恤	商品	2019	S3	99.0000	0421	灰白色调	38	XXXL		0.0000	0.0000	2.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.00
19HL1SM005	森马福建恒隆宁德万达店	12039001205046125	男款圆领短袖T恤	森马	短袖T恤	商品	2019	S3	99.0000	0461	红白色调	25	XS		0.0000	0.0000	2.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.00
19HL1SM005	森马福建恒隆宁德万达店	12039001205046127	男款圆领短袖T恤	森马	短袖T恤	商品	2019	S3	99.0000	0461	红白色调	27	S		0.0000	0.0000	8.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.00
19HL1SM005	森马福建恒隆宁德万达店	12039001205046129	男款圆领短袖T恤	森马	短袖T恤	商品	2019	S3	99.0000	0461	红白色调	29	M		0.0000	0.0000	19.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.00
19HL1SM005	森马福建恒隆宁德万达店	12039001205046131	男款圆领短袖T恤	森马	短袖T恤	商品	2019	S3	99.0000	0461	红白色调	31	L		0.0000	0.0000	24.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.00
19HL1SM005	森马福建恒隆宁德万达店	12039001205046133	男款圆领短袖T恤	森马	短袖T恤	商品	2019	S3	99.0000	0461	红白色调	33	XL		0.0000	0.0000	16.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.00
19HL1SM005	森马福建恒隆宁德万达店	12039001205046136	男款圆领短袖T恤	森马	短袖T恤	商品	2019	S3	99.0000	0461	红白色调	36	XXL		0.0000	0.0000	8.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.00
19HL1SM005	森马福建恒隆宁德万达店	12039001205046138	男款圆领短袖T恤	森马	短袖T恤	商品	2019	S3	99.0000	0461	红白色调	38	XXXL		0.0000	0.0000	3.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.00
19HL1SM005	森马福建恒隆宁德万达店	12039001205048125	男款圆领短袖T恤	森马	短袖T恤	商品	2019	S3	99.0000	0481	蓝白色调	25	XS		0.0000	0.0000	2.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.00
19HL1SM005	森马福建恒隆宁德万达店	12039001205048127	男款圆领短袖T恤	森马	短袖T恤	商品	2019	S3	99.0000	0481	蓝白色调	27	S		0.0000	0.0000	10.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.00
19HL1SM005	森马福建恒隆宁德万达店	12039001205048129	男款圆领短袖T恤	森马	短袖T恤	商品	2019	S3	99.0000	0481	蓝白色调	29	M		0.0000	0.0000	23.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.00
19HL1SM005	森马福建恒隆宁德万达店	12039001205048131	男款圆领短袖T恤	森马	短袖T恤	商品	2019	S3	99.0000	0481	蓝白色调	31	L		0.0000	0.0000	32.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.00
19HL1SM005	森马福建恒隆宁德万达店	12039001205048133	男款圆领短袖T恤	森马	短袖T恤	商品	2019	S3	99.0000	0481	蓝白色调	33	XL		0.0000	0.0000	20.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.00
19HL1SM005	森马福建恒隆宁德万达店	12039001205048136	男款圆领短袖T恤	森马	短袖T恤	商品	2019	S3	99.0000	0481	蓝白色调	36	XXL		0.0000	0.0000	10.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.00
19HL1SM005	森马福建恒隆宁德万达店	12039001205048138	男款圆领短袖T恤	森马	短袖T恤	商品	2019	S3	99.0000	0481	蓝白色调	38	XXXL		0.0000	0.0000	3.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.00
19HL1SM005	森马福建恒隆宁德万达店	12039001223001225	男款POLO领短袖T恤	森马	短袖T恤	商品	2019	S3	139.0000	0012	中花灰	25	XS		2.0000	0.0000	0.0000	0.0000	0.0000	0.0000	2.0000	0.0000	0.0000	0.0000	278.00
19HL1SM005	森马福建恒隆宁德万达店	12039001223001227	男款POLO领短袖T恤	森马	短袖T恤	商品	2019	S3	139.0000	0012	中花灰	27	S		8.0000	0.0000	0.0000	0.0000	0.0000	0.0000	8.0000	0.0000	0.0000	0.0000	1112.00
19HL1SM005	森马福建恒隆宁德万达店	12039001223001229	男款POLO领短袖T恤	森马	短袖T恤	商品	2019	S3	139.0000	0012	中花灰	29	M		17.0000	0.0000	0.0000	0.0000	0.0000	0.0000	17.0000	0.0000	0.0000	0.0000	2363.00
19HL1SM005	森马福建恒隆宁德万达店	12039001223001231	男款POLO领短袖T恤	森马	短袖T恤	商品	2019	S3	139.0000	0012	中花灰	31	L		24.0000	0.0000	0.0000	0.0000	0.0000	0.0000	24.0000	0.0000	0.0000	0.0000	3336.00
19HL1SM005	森马福建恒隆宁德万达店	12039001223001233	男款POLO领短袖T恤	森马	短袖T恤	商品	2019	S3	139.0000	0012	中花灰	33	XL		18.0000	0.0000	0.0000	0.0000	0.0000	0.0000	18.0000	0.0000	0.0000	0.0000	2502.00
19HL1SM005	森马福建恒隆宁德万达店	12039001223001236	男款POLO领短袖T恤	森马	短袖T恤	商品	2019	S3	139.0000	0012	中花灰	36	XXL		8.0000	0.0000	0.0000	0.0000	0.0000	0.0000	8.0000	0.0000	0.0000	0.0000	1112.00
19HL1SM005	森马福建恒隆宁德万达店	12039001223001238	男款POLO领短袖T恤	森马	短袖T恤	商品	2019	S3	139.0000	0012	中花灰	38	XXXL		2.0000	0.0000	0.0000	0.0000	0.0000	0.0000	2.0000	0.0000	0.0000	0.0000	278.00
19HL1SM005	森马福建恒隆宁德万达店	12039001223100025	男款POLO领短袖T恤	森马	短袖T恤	商品	2019	S3	139.0000	1000	漂白	25	XS		2.0000	0.0000	0.0000	0.0000	0.0000	0.0000	2.0000	0.0000	0.0000	0.0000	278.00
19HL1SM005	森马福建恒隆宁德万达店	12039001223100027	男款POLO领短袖T恤	森马	短袖T恤	商品	2019	S3	139.0000	1000	漂白	27	S		10.0000	0.0000	0.0000	0.0000	0.0000	0.0000	10.0000	0.0000	0.0000	0.0000	1390.00
19HL1SM005	森马福建恒隆宁德万达店	12039001223100029	男款POLO领短袖T恤	森马	短袖T恤	商品	2019	S3	139.0000	1000	漂白	29	M		22.0000	0.0000	0.0000	0.0000	0.0000	0.0000	22.0000	0.0000	0.0000	0.0000	3058.00
19HL1SM005	森马福建恒隆宁德万达店	12039001223100031	男款POLO领短袖T恤	森马	短袖T恤	商品	2019	S3	139.0000	1000	漂白	31	L		31.0000	0.0000	0.0000	0.0000	0.0000	0.0000	31.0000	0.0000	0.0000	0.0000	4309.00
19HL1SM005	森马福建恒隆宁德万达店	12039001223100033	男款POLO领短袖T恤	森马	短袖T恤	商品	2019	S3	139.0000	1000	漂白	33	XL		21.0000	0.0000	0.0000	0.0000	0.0000	0.0000	21.0000	0.0000	0.0000	0.0000	2919.00
19HL1SM005	森马福建恒隆宁德万达店	12039001223100036	男款POLO领短袖T恤	森马	短袖T恤	商品	2019	S3	139.0000	1000	漂白	36	XXL		10.0000	0.0000	0.0000	0.0000	0.0000	0.0000	10.0000	0.0000	0.0000	0.0000	1390.00
19HL1SM005	森马福建恒隆宁德万达店	12039001223100038	男款POLO领短袖T恤	森马	短袖T恤	商品	2019	S3	139.0000	1000	漂白	38	XXXL		4.0000	0.0000	0.0000	0.0000	0.0000	0.0000	4.0000	0.0000	0.0000	0.0000	556.00
19HL1SM005	森马福建恒隆宁德万达店	12039001223602525	男款POLO领短袖T恤	森马	短袖T恤	商品	2019	S3	139.0000	6025	粉红	25	XS		1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	139.00
19HL1SM005	森马福建恒隆宁德万达店	12039001223602527	男款POLO领短袖T恤	森马	短袖T恤	商品	2019	S3	139.0000	6025	粉红	27	S		7.0000	0.0000	0.0000	0.0000	0.0000	0.0000	7.0000	0.0000	0.0000	0.0000	973.00
19HL1SM005	森马福建恒隆宁德万达店	12039001223602529	男款POLO领短袖T恤	森马	短袖T恤	商品	2019	S3	139.0000	6025	粉红	29	M		16.0000	0.0000	0.0000	0.0000	0.0000	0.0000	16.0000	0.0000	0.0000	0.0000	2224.00
19HL1SM005	森马福建恒隆宁德万达店	12039001223602531	男款POLO领短袖T恤	森马	短袖T恤	商品	2019	S3	139.0000	6025	粉红	31	L		19.0000	0.0000	0.0000	0.0000	0.0000	0.0000	19.0000	0.0000	0.0000	0.0000	2641.00
19HL1SM005	森马福建恒隆宁德万达店	12039001223602533	男款POLO领短袖T恤	森马	短袖T恤	商品	2019	S3	139.0000	6025	粉红	33	XL		13.0000	0.0000	0.0000	0.0000	0.0000	0.0000	13.0000	0.0000	0.0000	0.0000	1807.00
19HL1SM005	森马福建恒隆宁德万达店	12039001223602536	男款POLO领短袖T恤	森马	短袖T恤	商品	2019	S3	139.0000	6025	粉红	36	XXL		6.0000	0.0000	0.0000	0.0000	0.0000	0.0000	6.0000	0.0000	0.0000	0.0000	834.00
19HL1SM005	森马福建恒隆宁德万达店	12039001223602538	男款POLO领短袖T恤	森马	短袖T恤	商品	2019	S3	139.0000	6025	粉红	38	XXXL		2.0000	0.0000	0.0000	0.0000	0.0000	0.0000	2.0000	0.0000	0.0000	0.0000	278.00
19HL1SM005	森马福建恒隆宁德万达店	12039001223900025	男款POLO领短袖T恤	森马	短袖T恤	商品	2019	S3	139.0000	9000	黑色	25	XS		2.0000	0.0000	0.0000	0.0000	0.0000	0.0000	2.0000	0.0000	0.0000	0.0000	278.00
19HL1SM005	森马福建恒隆宁德万达店	12039001223900027	男款POLO领短袖T恤	森马	短袖T恤	商品	2019	S3	139.0000	9000	黑色	27	S		7.0000	0.0000	0.0000	0.0000	0.0000	0.0000	7.0000	0.0000	0.0000	0.0000	973.00
19HL1SM005	森马福建恒隆宁德万达店	12039001223900029	男款POLO领短袖T恤	森马	短袖T恤	商品	2019	S3	139.0000	9000	黑色	29	M		17.0000	0.0000	0.0000	0.0000	0.0000	0.0000	17.0000	0.0000	0.0000	0.0000	2363.00
19HL1SM005	森马福建恒隆宁德万达店	12039001223900031	男款POLO领短袖T恤	森马	短袖T恤	商品	2019	S3	139.0000	9000	黑色	31	L		23.0000	0.0000	0.0000	0.0000	0.0000	0.0000	23.0000	0.0000	0.0000	0.0000	3197.00
19HL1SM005	森马福建恒隆宁德万达店	12039001223900033	男款POLO领短袖T恤	森马	短袖T恤	商品	2019	S3	139.0000	9000	黑色	33	XL		20.0000	0.0000	0.0000	0.0000	0.0000	0.0000	20.0000	0.0000	0.0000	0.0000	2780.00
19HL1SM005	森马福建恒隆宁德万达店	12039001223900036	男款POLO领短袖T恤	森马	短袖T恤	商品	2019	S3	139.0000	9000	黑色	36	XXL		8.0000	0.0000	0.0000	0.0000	0.0000	0.0000	8.0000	0.0000	0.0000	0.0000	1112.00
19HL1SM005	森马福建恒隆宁德万达店	12039001223900038	男款POLO领短袖T恤	森马	短袖T恤	商品	2019	S3	139.0000	9000	黑色	38	XXXL		5.0000	0.0000	0.0000	0.0000	0.0000	0.0000	5.0000	0.0000	0.0000	0.0000	695.00
19HL1SM005	森马福建恒隆宁德万达店	12039001228041827	男款POLO领短袖T恤	森马	短袖T恤	商品	2019	S3	139.0000	0418	白蓝色调	27	S		0.0000	0.0000	3.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.00
19HL1SM005	森马福建恒隆宁德万达店	12039001228041829	男款POLO领短袖T恤	森马	短袖T恤	商品	2019	S3	139.0000	0418	白蓝色调	29	M		0.0000	0.0000	6.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.00
19HL1SM005	森马福建恒隆宁德万达店	12039001228041831	男款POLO领短袖T恤	森马	短袖T恤	商品	2019	S3	139.0000	0418	白蓝色调	31	L		0.0000	0.0000	8.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.00
19HL1SM005	森马福建恒隆宁德万达店	12039001228041833	男款POLO领短袖T恤	森马	短袖T恤	商品	2019	S3	139.0000	0418	白蓝色调	33	XL		0.0000	0.0000	6.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.00
19HL1SM005	森马福建恒隆宁德万达店	12039001228041836	男款POLO领短袖T恤	森马	短袖T恤	商品	2019	S3	139.0000	0418	白蓝色调	36	XXL		0.0000	0.0000	4.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.00
19HL1SM005	森马福建恒隆宁德万达店	12039001228041838	男款POLO领短袖T恤	森马	短袖T恤	商品	2019	S3	139.0000	0418	白蓝色调	38	XXXL		0.0000	0.0000	3.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.00
19HL1SM005	森马福建恒隆宁德万达店	12039001228048127	男款POLO领短袖T恤	森马	短袖T恤	商品	2019	S3	139.0000	0481	蓝白色调	27	S		0.0000	0.0000	3.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.00
19HL1SM005	森马福建恒隆宁德万达店	12039001228048129	男款POLO领短袖T恤	森马	短袖T恤	商品	2019	S3	139.0000	0481	蓝白色调	29	M		0.0000	0.0000	6.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.00
19HL1SM005	森马福建恒隆宁德万达店	12039001228048131	男款POLO领短袖T恤	森马	短袖T恤	商品	2019	S3	139.0000	0481	蓝白色调	31	L		0.0000	0.0000	8.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.00
19HL1SM005	森马福建恒隆宁德万达店	12039001228048133	男款POLO领短袖T恤	森马	短袖T恤	商品	2019	S3	139.0000	0481	蓝白色调	33	XL		0.0000	0.0000	6.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.00
19HL1SM005	森马福建恒隆宁德万达店	12039001228048136	男款POLO领短袖T恤	森马	短袖T恤	商品	2019	S3	139.0000	0481	蓝白色调	36	XXL		0.0000	0.0000	4.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.00
19HL1SM005	森马福建恒隆宁德万达店	12039001228048138	男款POLO领短袖T恤	森马	短袖T恤	商品	2019	S3	139.0000	0481	蓝白色调	38	XXXL		0.0000	0.0000	3.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.00
19HL1SM005	森马福建恒隆宁德万达店	12039001231100025	男款POLO领短袖T恤	森马	短袖T恤	商品	2019	S3	119.0000	1000	漂白	25	XS		1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	119.00
19HL1SM005	森马福建恒隆宁德万达店	12039001231100027	男款POLO领短袖T恤	森马	短袖T恤	商品	2019	S3	119.0000	1000	漂白	27	S		3.0000	0.0000	0.0000	0.0000	0.0000	0.0000	3.0000	0.0000	0.0000	0.0000	357.00
19HL1SM005	森马福建恒隆宁德万达店	12039001231100029	男款POLO领短袖T恤	森马	短袖T恤	商品	2019	S3	119.0000	1000	漂白	29	M		9.0000	0.0000	0.0000	0.0000	0.0000	0.0000	9.0000	0.0000	0.0000	0.0000	1071.00
19HL1SM005	森马福建恒隆宁德万达店	12039001231100031	男款POLO领短袖T恤	森马	短袖T恤	商品	2019	S3	119.0000	1000	漂白	31	L		12.0000	0.0000	0.0000	0.0000	0.0000	0.0000	12.0000	0.0000	0.0000	0.0000	1428.00
19HL1SM005	森马福建恒隆宁德万达店	12039001231100033	男款POLO领短袖T恤	森马	短袖T恤	商品	2019	S3	119.0000	1000	漂白	33	XL		9.0000	0.0000	0.0000	0.0000	0.0000	0.0000	9.0000	0.0000	0.0000	0.0000	1071.00
19HL1SM005	森马福建恒隆宁德万达店	12039001231100036	男款POLO领短袖T恤	森马	短袖T恤	商品	2019	S3	119.0000	1000	漂白	36	XXL		3.0000	0.0000	0.0000	0.0000	0.0000	0.0000	3.0000	0.0000	0.0000	0.0000	357.00
19HL1SM005	森马福建恒隆宁德万达店	12039001231100038	男款POLO领短袖T恤	森马	短袖T恤	商品	2019	S3	119.0000	1000	漂白	38	XXXL		1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	119.00
19HL1SM005	森马福建恒隆宁德万达店	12039001231602525	男款POLO领短袖T恤	森马	短袖T恤	商品	2019	S3	119.0000	6025	粉红	25	XS		1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	119.00
19HL1SM005	森马福建恒隆宁德万达店	12039001231602527	男款POLO领短袖T恤	森马	短袖T恤	商品	2019	S3	119.0000	6025	粉红	27	S		6.0000	0.0000	0.0000	0.0000	0.0000	0.0000	6.0000	0.0000	0.0000	0.0000	714.00
19HL1SM005	森马福建恒隆宁德万达店	12039001231602529	男款POLO领短袖T恤	森马	短袖T恤	商品	2019	S3	119.0000	6025	粉红	29	M		13.0000	0.0000	0.0000	0.0000	0.0000	0.0000	13.0000	0.0000	0.0000	0.0000	1547.00
19HL1SM005	森马福建恒隆宁德万达店	12039001231602531	男款POLO领短袖T恤	森马	短袖T恤	商品	2019	S3	119.0000	6025	粉红	31	L		18.0000	0.0000	0.0000	0.0000	0.0000	0.0000	18.0000	0.0000	0.0000	0.0000	2142.00
19HL1SM005	森马福建恒隆宁德万达店	12039001231602533	男款POLO领短袖T恤	森马	短袖T恤	商品	2019	S3	119.0000	6025	粉红	33	XL		13.0000	0.0000	0.0000	0.0000	0.0000	0.0000	13.0000	0.0000	0.0000	0.0000	1547.00
19HL1SM005	森马福建恒隆宁德万达店	12039001231602536	男款POLO领短袖T恤	森马	短袖T恤	商品	2019	S3	119.0000	6025	粉红	36	XXL		6.0000	0.0000	0.0000	0.0000	0.0000	0.0000	6.0000	0.0000	0.0000	0.0000	714.00
19HL1SM005	森马福建恒隆宁德万达店	12039001231602538	男款POLO领短袖T恤	森马	短袖T恤	商品	2019	S3	119.0000	6025	粉红	38	XXXL		2.0000	0.0000	0.0000	0.0000	0.0000	0.0000	2.0000	0.0000	0.0000	0.0000	238.00
19HL1SM005	森马福建恒隆宁德万达店	12039001231873125	男款POLO领短袖T恤	森马	短袖T恤	商品	2019	S3	119.0000	8731	宝蓝	25	XS		2.0000	0.0000	0.0000	0.0000	0.0000	0.0000	2.0000	0.0000	0.0000	0.0000	238.00
19HL1SM005	森马福建恒隆宁德万达店	12039001231873127	男款POLO领短袖T恤	森马	短袖T恤	商品	2019	S3	119.0000	8731	宝蓝	27	S		10.0000	0.0000	0.0000	0.0000	0.0000	0.0000	10.0000	0.0000	0.0000	0.0000	1190.00
19HL1SM005	森马福建恒隆宁德万达店	12039001231873129	男款POLO领短袖T恤	森马	短袖T恤	商品	2019	S3	119.0000	8731	宝蓝	29	M		18.0000	0.0000	0.0000	0.0000	0.0000	0.0000	18.0000	0.0000	0.0000	0.0000	2142.00
19HL1SM005	森马福建恒隆宁德万达店	12039001231873131	男款POLO领短袖T恤	森马	短袖T恤	商品	2019	S3	119.0000	8731	宝蓝	31	L		31.0000	0.0000	0.0000	0.0000	0.0000	0.0000	31.0000	0.0000	0.0000	0.0000	3689.00
19HL1SM005	森马福建恒隆宁德万达店	12039001231873133	男款POLO领短袖T恤	森马	短袖T恤	商品	2019	S3	119.0000	8731	宝蓝	33	XL		21.0000	0.0000	0.0000	0.0000	0.0000	0.0000	21.0000	0.0000	0.0000	0.0000	2499.00
19HL1SM005	森马福建恒隆宁德万达店	12039001231873136	男款POLO领短袖T恤	森马	短袖T恤	商品	2019	S3	119.0000	8731	宝蓝	36	XXL		12.0000	0.0000	0.0000	0.0000	0.0000	0.0000	12.0000	0.0000	0.0000	0.0000	1428.00
19HL1SM005	森马福建恒隆宁德万达店	12039001231873138	男款POLO领短袖T恤	森马	短袖T恤	商品	2019	S3	119.0000	8731	宝蓝	38	XXXL		4.0000	0.0000	0.0000	0.0000	0.0000	0.0000	4.0000	0.0000	0.0000	0.0000	476.00
19HL1SM005	森马福建恒隆宁德万达店	12039001232100027	男款POLO领短袖T恤	森马	短袖T恤	商品	2019	S3	119.0000	1000	漂白	27	S		3.0000	0.0000	0.0000	0.0000	0.0000	0.0000	3.0000	0.0000	0.0000	0.0000	357.00
19HL1SM005	森马福建恒隆宁德万达店	12039001232100029	男款POLO领短袖T恤	森马	短袖T恤	商品	2019	S3	119.0000	1000	漂白	29	M		7.0000	0.0000	0.0000	0.0000	0.0000	0.0000	7.0000	0.0000	0.0000	0.0000	833.00
19HL1SM005	森马福建恒隆宁德万达店	12039001232100031	男款POLO领短袖T恤	森马	短袖T恤	商品	2019	S3	119.0000	1000	漂白	31	L		9.0000	0.0000	0.0000	0.0000	0.0000	0.0000	9.0000	0.0000	0.0000	0.0000	1071.00
